               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 127,            0.050534,             0.10287,                   0,             0.75457,             0.69841,             0.80799,             0.29201,            0.062403,             0.14174,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.050501,            0.082597,                   0,             0.75457,             0.69841,             0.80799,             0.29201,            0.062403,             0.14174,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.050202,            0.090503,                   0,               0.547,             0.73651,             0.68692,              0.2909,            0.054894,             0.14201,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.047162,            0.092589,                   0,               0.547,             0.73651,             0.68692,              0.2909,            0.054894,             0.14201,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.045419,            0.086876,                   0,             0.63995,             0.66349,             0.73862,             0.31596,            0.060501,             0.14446,                   0,            0.007426,            0.007426,            0.007426
                 132,             0.05072,            0.073627,                   0,             0.63995,             0.66349,             0.73862,             0.31596,            0.060501,             0.14446,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.049716,            0.081322,                   0,             0.85652,              0.7619,             0.86104,             0.34668,            0.058634,             0.13995,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.048175,            0.084378,                   0,             0.85652,              0.7619,             0.86104,             0.34668,            0.058634,             0.13995,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,             0.04777,            0.097137,                   0,             0.63959,              0.6381,             0.70203,             0.28631,            0.060792,             0.14951,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.045383,             0.10346,                   0,             0.63959,              0.6381,             0.70203,             0.28631,            0.060792,             0.14951,                   0,            0.007327,            0.007327,            0.007327
                 137,             0.04369,            0.086791,                   0,              0.7073,             0.71429,             0.78138,             0.31852,            0.056026,             0.14422,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.049655,            0.086569,                   0,              0.7073,             0.71429,             0.78138,             0.31852,            0.056026,             0.14422,                   0,           0.0072874,           0.0072874,           0.0072874
